tau,clarabel,ecos,qcos_custom,qcos
163.76240745216873,1.0,1.0,1.0,1.0
165.27920614648954,1.0,1.0,1.0,1.0
166.81005372000593,1.0,1.0,1.0,1.0
168.35508029612024,1.0,1.0,1.0,1.0
169.9144172034626,1.0,1.0,1.0,1.0
171.48819698705393,1.0,1.0,1.0,1.0
173.07655341957258,1.0,1.0,1.0,1.0
174.67962151272457,1.0,1.0,1.0,1.0
176.29753752872057,1.0,1.0,1.0,1.0
177.93043899185773,1.0,1.0,1.0,1.0
179.57846470020948,1.0,1.0,1.0,1.0
181.24175473742378,1.0,1.0,1.0,1.0
182.92045048462938,1.0,1.0,1.0,1.0
184.61469463245476,1.0,1.0,1.0,1.0
186.324631193156,1.0,1.0,1.0,1.0
188.05040551285816,1.0,1.0,1.0,1.0
189.79216428391015,1.0,1.0,1.0,1.0
191.55005555735278,1.0,1.0,1.0,1.0
193.32422875550452,1.0,1.0,1.0,1.0
195.11483468466164,1.0,1.0,1.0,1.0
196.92202554791714,1.0,1.0,1.0,1.0
198.74595495809837,1.0,1.0,1.0,1.0
200.5867779508234,1.0,1.0,1.0,1.0
202.44465099768038,1.0,1.0,1.0,1.0
204.31973201952704,1.0,1.0,1.0,1.0
206.21218039991425,1.0,1.0,1.0,1.0
208.12215699863393,1.0,1.0,1.0,1.0
210.04982416539153,1.0,1.0,1.0,1.0
211.9953457536071,1.0,1.0,1.0,1.0
213.95888713434215,1.0,1.0,1.0,1.0
215.94061521035653,1.0,1.0,1.0,1.0
217.94069843029558,1.0,1.0,1.0,1.0
219.95930680300748,1.0,1.0,1.0,1.0
221.99661191199547,1.0,1.0,1.0,1.0
224.05278693000182,1.0,1.0,1.0,1.0
226.12800663372772,1.0,1.0,1.0,1.0
228.22244741868985,1.0,1.0,1.0,1.0
230.33628731421314,1.0,1.0,1.0,1.0
232.4697059985648,1.0,1.0,1.0,1.0
234.62288481422624,1.0,1.0,1.0,1.0
236.79600678330763,1.0,1.0,1.0,1.0
238.98925662310504,1.0,1.0,1.0,1.0
241.2028207618007,1.0,1.0,1.0,1.0
243.43688735431104,1.0,1.0,1.0,1.0
245.691646298279,1.0,1.0,1.0,1.0
247.96728925021577,1.0,1.0,1.0,1.0
250.26400964179192,1.0,1.0,1.0,1.0
252.58200269627847,1.0,1.0,1.0,1.0
254.9214654451423,1.0,1.0,1.0,1.0
257.28259674479324,1.0,1.0,1.0,1.0
259.665597293487,1.0,1.0,1.0,1.0
262.07066964838526,1.0,1.0,1.0,1.0
264.498018242772,1.0,1.0,1.0,1.0
266.9478494034321,1.0,1.0,1.0,1.0
269.4203713681882,1.0,1.0,1.0,1.0
271.9157943036019,1.0,1.0,1.0,1.0
274.43433032283656,1.0,1.0,1.0,1.0
276.9761935036891,1.0,1.0,1.0,1.0
279.5415999067856,1.0,1.0,1.0,1.0
282.1307675939471,1.0,1.0,1.0,1.0
284.74391664672476,1.0,1.0,1.0,1.0
287.38126918510665,1.0,1.0,1.0,1.0
290.04304938639916,1.0,1.0,1.0,1.0
292.7294835042816,1.0,1.0,1.0,1.0
295.440799888038,1.0,1.0,1.0,1.0
298.17722900196736,1.0,1.0,1.0,1.0
300.9390034449721,1.0,1.0,1.0,1.0
303.72635797033115,1.0,1.0,1.0,1.0
306.5395295056527,1.0,1.0,1.0,1.0
309.37875717301364,1.0,1.0,1.0,1.0
312.2442823092858,1.0,1.0,1.0,1.0
315.13634848664793,1.0,1.0,1.0,1.0
318.05520153329195,1.0,1.0,1.0,1.0
321.00108955431716,1.0,1.0,1.0,1.0
323.9742629528195,1.0,1.0,1.0,1.0
326.9749744511768,1.0,1.0,1.0,1.0
330.0034791125285,1.0,1.0,1.0,1.0
333.06003436245885,1.0,1.0,1.0,1.0
336.1449000108765,1.0,1.0,1.0,1.0
339.2583382740992,1.0,1.0,1.0,1.0
342.40061379714257,1.0,1.0,1.0,1.0
345.57199367621394,1.0,1.0,1.0,1.0
348.77274748141775,1.0,1.0,1.0,1.0
352.00314727966787,1.0,1.0,1.0,1.0
355.2634676578139,1.0,1.0,1.0,1.0
358.5539857459817,1.0,1.0,1.0,1.0
361.874981241128,1.0,1.0,1.0,1.0
365.22673643081754,1.0,1.0,1.0,1.0
368.6095362172158,1.0,1.0,1.0,1.0
372.0236681413066,1.0,1.0,1.0,1.0
375.4694224073337,1.0,1.0,1.0,1.0
378.94709190746676,1.0,1.0,1.0,1.0
382.45697224669993,1.0,1.0,1.0,1.0
385.9993617679767,1.0,1.0,1.0,1.0
389.5745615775501,1.0,1.0,1.0,1.0
393.18287557057704,1.0,1.0,1.0,1.0
396.82461045694816,1.0,1.0,1.0,1.0
400.5000757873611,1.0,1.0,1.0,1.0
404.20958397963057,1.0,1.0,1.0,1.0
407.9534503452449,1.0,1.0,1.0,1.0
411.7319931161679,1.0,1.0,1.0,1.0
415.54553347188755,1.0,1.0,1.0,1.0
419.39439556671863,1.0,1.0,1.0,1.0
423.27890655735484,1.0,1.0,1.0,1.0
427.19939663067765,1.0,1.0,1.0,1.0
431.15619903182284,1.0,1.0,1.0,1.0
435.149650092505,1.0,1.0,1.0,1.0
439.18008925960856,1.0,1.0,1.0,1.0
443.2478591240396,1.0,1.0,1.0,1.0
447.3533054498463,1.0,1.0,1.0,1.0
451.4967772036102,1.0,1.0,1.0,1.0
455.6786265841064,1.0,1.0,1.0,1.0
459.8992090522438,1.0,1.0,1.0,1.0
464.15888336127773,1.0,1.0,1.0,1.0
468.4580115873045,1.0,1.0,1.0,1.0
472.7969591600391,1.0,1.0,1.0,1.0
477.17609489387456,1.0,1.0,1.0,1.0
481.5957910192351,1.0,1.0,1.0,1.0
486.0564232142134,1.0,1.0,1.0,1.0
490.55837063650455,1.0,1.0,1.0,1.0
495.1020159556351,1.0,1.0,1.0,1.0
499.68774538548837,1.0,1.0,1.0,1.0
504.3159487171359,1.0,1.0,1.0,1.0
508.98701935196794,1.0,1.0,1.0,1.0
513.7013543351344,1.0,1.0,1.0,1.0
518.4593543892913,1.0,1.0,1.0,1.0
523.2614239486662,1.0,1.0,1.0,1.0
528.1079711934331,1.0,1.0,1.0,1.0
532.9994080844087,1.0,1.0,1.0,1.0
537.9361503980704,1.0,1.0,1.0,1.0
542.9186177618942,1.0,1.0,1.0,1.0
547.9472336900287,1.0,1.0,1.0,1.0
553.0224256192901,1.0,1.0,1.0,1.0
558.144624945496,1.0,1.0,1.0,1.0
563.3142670601358,1.0,1.0,1.0,1.0
568.5317913873753,1.0,1.0,1.0,1.0
573.7976414214133,1.0,1.0,1.0,1.0
579.1122647641758,1.0,1.0,1.0,1.0
584.4761131633632,1.0,1.0,1.0,1.0
589.8896425508499,1.0,1.0,1.0,1.0
595.353313081437,1.0,1.0,1.0,1.0
600.8675891719687,1.0,1.0,1.0,1.0
606.4329395408062,1.0,1.0,1.0,1.0
612.0498372476696,1.0,1.0,1.0,1.0
617.7187597338494,1.0,1.0,1.0,1.0
623.4401888627864,1.0,1.0,1.0,1.0
629.2146109610344,1.0,1.0,1.0,1.0
635.0425168595962,1.0,1.0,1.0,1.0
640.924401935645,1.0,1.0,1.0,1.0
646.8607661546328,1.0,1.0,1.0,1.0
652.8521141127848,1.0,1.0,1.0,1.0
658.898955079995,1.0,1.0,1.0,1.0
665.0018030431119,1.0,1.0,1.0,1.0
671.161176749628,1.0,1.0,1.0,1.0
677.3775997517752,1.0,1.0,1.0,1.0
683.6516004510238,1.0,1.0,1.0,1.0
689.9837121430019,1.0,1.0,1.0,1.0
696.3744730628222,1.0,1.0,1.0,1.0
702.8244264308346,1.0,1.0,1.0,1.0
709.3341204987997,1.0,1.0,1.0,1.0
715.9041085964889,1.0,1.0,1.0,1.0
722.5349491787214,1.0,1.0,1.0,1.0
729.2272058728313,1.0,1.0,1.0,1.0
735.9814475265763,1.0,1.0,1.0,1.0
742.7982482564918,1.0,1.0,1.0,1.0
749.6781874966877,1.0,1.0,1.0,1.0
756.6218500481054,1.0,1.0,1.0,1.0
763.6298261282242,1.0,1.0,1.0,1.0
770.7027114212295,1.0,1.0,1.0,1.0
777.841107128649,1.0,1.0,1.0,1.0
785.0456200204509,1.0,1.0,1.0,1.0
792.3168624866254,1.0,1.0,1.0,1.0
799.6554525892346,1.0,1.0,1.0,1.0
807.0620141149499,1.0,1.0,1.0,1.0
814.5371766280745,1.0,1.0,1.0,1.0
822.0815755240541,1.0,1.0,1.0,1.0
829.6958520834906,1.0,1.0,1.0,1.0
837.380653526649,1.0,1.0,1.0,1.0
845.1366330684713,1.0,1.0,1.0,1.0
852.9644499741025,1.0,1.0,1.0,1.0
860.8647696149245,1.0,1.0,1.0,1.0
868.8382635251185,1.0,1.0,1.0,1.0
876.8856094587427,1.0,1.0,1.0,1.0
885.0074914473439,1.0,1.0,1.0,1.0
893.2045998580968,1.0,1.0,1.0,1.0
901.4776314524918,1.0,1.0,1.0,1.0
909.8272894455558,1.0,1.0,1.0,1.0
918.2542835656282,1.0,1.0,1.0,1.0
926.7593301146883,1.0,1.0,1.0,1.0
935.3431520292386,1.0,1.0,1.0,1.0
944.0064789417603,1.0,1.0,1.0,1.0
952.750047242729,1.0,1.0,1.0,1.0
961.5746001432095,1.0,1.0,1.0,1.0
970.4808877380307,1.0,1.0,1.0,1.0
979.4696670695396,1.0,1.0,1.0,1.0
988.5417021919574,1.0,1.0,1.0,1.0
997.6977642363202,1.0,1.0,1.0,1.0
1006.9386314760271,1.0,1.0,1.0,1.0
1016.2650893929952,1.0,1.0,1.0,1.0
1025.677930744422,1.0,1.0,1.0,1.0
1035.1779556301763,1.0,1.0,1.0,1.0
1044.7659715608042,1.0,1.0,1.0,1.0
1054.4427935261683,1.0,1.0,1.0,1.0
1064.2092440647245,1.0,1.0,1.0,1.0
1074.0661533334335,1.0,1.0,1.0,1.0
1084.014359178331,1.0,1.0,1.0,1.0
1094.0547072057425,1.0,1.0,1.0,1.0
1104.18805085416,1.0,1.0,1.0,1.0
1114.415251466788,1.0,1.0,1.0,1.0
1124.737178364752,1.0,1.0,1.0,1.0
1135.154708920999,1.0,1.0,1.0,1.0
1145.6687286348715,1.0,1.0,1.0,1.0
1156.2801312073755,1.0,1.0,1.0,1.0
1166.9898186171474,1.0,1.0,1.0,1.0
1177.7987011971193,1.0,1.0,1.0,1.0
1188.7076977119032,1.0,1.0,1.0,1.0
1199.7177354358844,1.0,1.0,1.0,1.0
1210.8297502320395,1.0,1.0,1.0,1.0
1222.0446866314887,1.0,1.0,1.0,1.0
1233.363497913776,1.0,1.0,1.0,1.0
1244.787146187906,1.0,1.0,1.0,1.0
1256.3166024741201,1.0,1.0,1.0,1.0
1267.9528467864338,1.0,1.0,1.0,1.0
1279.6968682159415,1.0,1.0,1.0,1.0
1291.549665014884,1.0,1.0,1.0,1.0
1303.512244681509,1.0,1.0,1.0,1.0
1315.5856240457038,1.0,1.0,1.0,1.0
1327.770829355429,1.0,1.0,1.0,1.0
1340.0688963639507,1.0,1.0,1.0,1.0
1352.4808704178754,1.0,1.0,1.0,1.0
1365.0078065460139,1.0,1.0,1.0,1.0
1377.6507695490536,1.0,1.0,1.0,1.0
1390.4108340900696,1.0,1.0,1.0,1.0
1403.2890847858732,1.0,1.0,1.0,1.0
1416.2866162991988,1.0,1.0,1.0,1.0
1429.4045334317611,1.0,1.0,1.0,1.0
1442.6439512181573,1.0,1.0,1.0,1.0
1456.0059950206485,1.0,1.0,1.0,1.0
1469.4918006248172,1.0,1.0,1.0,1.0
1483.1025143361044,1.0,1.0,1.0,1.0
1496.8392930772554,1.0,1.0,1.0,1.0
1510.7033044866541,1.0,1.0,1.0,1.0
1524.695727017573,1.0,1.0,1.0,1.0
1538.8177500383463,1.0,1.0,1.0,1.0
1553.07057393346,1.0,1.0,1.0,1.0
1567.455410205595,1.0,1.0,1.0,1.0
1581.9734815785998,1.0,1.0,1.0,1.0
1596.6260221014252,1.0,1.0,1.0,1.0
1611.41427725302,1.0,1.0,1.0,1.0
1626.339504048192,1.0,1.0,1.0,1.0
1641.4029711444664,1.0,1.0,1.0,1.0
1656.6059589499134,1.0,1.0,1.0,1.0
1671.94975973199,1.0,1.0,1.0,1.0
1687.4356777273756,1.0,1.0,1.0,1.0
1703.0650292528444,1.0,1.0,1.0,1.0
1718.8391428171456,1.0,1.0,1.0,1.0
1734.7593592339308,1.0,1.0,1.0,1.0
1750.827031735725,1.0,1.0,1.0,1.0
1767.0435260889467,1.0,1.0,1.0,1.0
1783.4102207100082,1.0,1.0,1.0,1.0
1799.9285067824765,1.0,1.0,1.0,1.0
1816.5997883753266,1.0,1.0,1.0,1.0
1833.4254825622907,1.0,1.0,1.0,1.0
1850.4070195423021,1.0,1.0,1.0,1.0
1867.545842761076,1.0,1.0,1.0,1.0
1884.8434090337953,1.0,1.0,1.0,1.0
1902.3011886689437,1.0,1.0,1.0,1.0
1919.9206655932849,1.0,1.0,1.0,1.0
1937.703337477989,1.0,1.0,1.0,1.0
1955.650715865949,1.0,1.0,1.0,1.0
1973.7643263002553,1.0,1.0,1.0,1.0
1992.045708453869,1.0,1.0,1.0,1.0
2010.496416260499,1.0,1.0,1.0,1.0
2029.1180180466781,1.0,1.0,1.0,1.0
2047.9120966650855,1.0,1.0,1.0,1.0
2066.880249629082,1.0,1.0,1.0,1.0
2086.0240892485026,1.0,1.0,1.0,1.0
2105.345242766706,1.0,1.0,1.0,1.0
2124.8453524988827,1.0,1.0,1.0,1.0
2144.5260759716675,1.0,1.0,1.0,1.0
2164.3890860640204,1.0,1.0,1.0,1.0
2184.436071149426,1.0,1.0,1.0,1.0
2204.6687352394097,1.0,1.0,1.0,1.0
2225.0887981283695,1.0,1.0,1.0,1.0
2245.697995539774,1.0,1.0,1.0,1.0
2266.498079273693,1.0,1.0,1.0,1.0
2287.490817355702,1.0,1.0,1.0,1.0
2308.6779941871696,1.0,1.0,1.0,1.0
2330.0614106969247,1.0,1.0,1.0,1.0
2351.6428844943484,1.0,1.0,1.0,1.0
2373.424250023866,1.0,1.0,1.0,1.0
2395.407358720877,1.0,1.0,1.0,1.0
2417.594079169131,1.0,1.0,1.0,1.0
2439.98629725955,1.0,1.0,1.0,1.0
2462.5859163505465,1.0,1.0,1.0,1.0
2485.3948574297983,1.0,1.0,1.0,1.0
2508.4150592775386,1.0,1.0,1.0,1.0
2531.6484786313554,1.0,1.0,1.0,1.0
2555.097090352507,1.0,1.0,1.0,1.0
2578.7628875938008,1.0,1.0,1.0,1.0
2602.6478819690046,1.0,1.0,1.0,1.0
2626.7541037238357,1.0,1.0,1.0,1.0
2651.083601908539,1.0,1.0,1.0,1.0
2675.6384445520453,1.0,1.0,1.0,1.0
2700.4207188377727,1.0,1.0,1.0,1.0
2725.432531281028,1.0,1.0,1.0,1.0
2750.6760079080645,1.0,1.0,1.0,1.0
2776.153294436801,1.0,1.0,1.0,1.0
2801.866556459195,1.0,1.0,1.0,1.0
2827.817979625341,1.0,1.0,1.0,1.0
2854.0097698292375,1.0,1.0,1.0,1.0
2880.4441533962977,1.0,1.0,1.0,1.0
2907.123377272578,1.0,1.0,1.0,1.0
2934.049709215787,1.0,1.0,1.0,1.0
2961.2254379880346,1.0,1.0,1.0,1.0
2988.6528735503825,1.0,1.0,1.0,1.0
3016.3343472591973,1.0,1.0,1.0,1.0
3044.272212064303,1.0,1.0,1.0,1.0
3072.4688427090036,1.0,1.0,1.0,1.0
3100.9266359319267,1.0,1.0,1.0,1.0
3129.6480106707504,1.0,1.0,1.0,1.0
3158.635408267819,1.0,1.0,1.0,1.0
3187.8912926776457,1.0,1.0,1.0,1.0
3217.4181506763716,1.0,1.0,1.0,1.0
3247.218492073129,1.0,1.0,1.0,1.0
3277.294849923382,1.0,1.0,1.0,1.0
3307.6497807442424,1.0,1.0,1.0,1.0
3338.285864731761,1.0,1.0,1.0,1.0
3369.205705980267,1.0,1.0,1.0,1.0
3400.411932703706,1.0,1.0,1.0,1.0
3431.9071974590424,1.0,1.0,1.0,1.0
3463.6941773717344,1.0,1.0,1.0,1.0
3495.775574363275,1.0,1.0,1.0,1.0
3528.154115380883,1.0,1.0,1.0,1.0
3560.832552629278,1.0,1.0,1.0,1.0
3593.813663804626,1.0,1.0,1.0,1.0
3627.1002523306483,1.0,1.0,1.0,1.0
3660.695147596902,1.0,1.0,1.0,1.0
3694.6012051993025,1.0,1.0,1.0,1.0
3728.8213071828336,1.0,1.0,1.0,1.0
3763.3583622865326,1.0,1.0,1.0,1.0
3798.215306190736,1.0,1.0,1.0,1.0
3833.3951017666013,1.0,1.0,1.0,1.0
3868.9007393279753,1.0,1.0,1.0,1.0
3904.73523688556,1.0,1.0,1.0,1.0
3940.901640403448,1.0,1.0,1.0,1.0
3977.403024058037,1.0,1.0,1.0,1.0
4014.242490499322,1.0,1.0,1.0,1.0
4051.423171114647,1.0,1.0,1.0,1.0
4088.9482262948604,1.0,1.0,1.0,1.0
4126.820845702951,1.0,1.0,1.0,1.0
4165.044248545185,1.0,1.0,1.0,1.0
4203.6216838447135,1.0,1.0,1.0,1.0
4242.556430717777,1.0,1.0,1.0,1.0
4281.851798652411,1.0,1.0,1.0,1.0
4321.511127789762,1.0,1.0,1.0,1.0
4361.537789208006,1.0,1.0,1.0,1.0
4401.935185208875,1.0,1.0,1.0,1.0
4442.706749606883,1.0,1.0,1.0,1.0
4483.855948021186,1.0,1.0,1.0,1.0
4525.386278170166,1.0,1.0,1.0,1.0
4567.301270168747,1.0,1.0,1.0,1.0
4609.604486828433,1.0,1.0,1.0,1.0
4652.29952396019,1.0,1.0,1.0,1.0
4695.390010680058,1.0,1.0,1.0,1.0
4738.879609717651,1.0,1.0,1.0,1.0
4782.772017727485,1.0,1.0,1.0,1.0
4827.070965603183,1.0,1.0,1.0,1.0
4871.780218794631,1.0,1.0,1.0,1.0
4916.903577628026,1.0,1.0,1.0,1.0
4962.444877628914,1.0,1.0,1.0,1.0
5008.407989848212,1.0,1.0,1.0,1.0
5054.79682119124,1.0,1.0,1.0,1.0
5101.6153147498335,1.0,1.0,1.0,1.0
5148.867450137493,1.0,1.0,1.0,1.0
5196.557243827658,1.0,1.0,1.0,1.0
5244.688749495119,1.0,1.0,1.0,1.0
5293.266058360561,1.0,1.0,1.0,1.0
5342.293299538353,1.0,1.0,1.0,1.0
5391.7746403875,1.0,1.0,1.0,1.0
5441.714286865893,1.0,1.0,1.0,1.0
5492.116483887789,1.0,1.0,1.0,1.0
5542.985515684669,1.0,1.0,1.0,1.0
5594.325706169378,1.0,1.0,1.0,1.0
5646.141419303667,1.0,1.0,1.0,1.0
5698.437059469142,1.0,1.0,1.0,1.0
5751.217071841614,1.0,1.0,1.0,1.0
5804.485942768978,1.0,1.0,1.0,1.0
5858.248200152536,1.0,1.0,1.0,1.0
5912.508413831875,1.0,1.0,1.0,1.0
5967.271195973317,1.0,1.0,1.0,1.0
6022.541201461928,1.0,1.0,1.0,1.0
6078.32312829723,1.0,1.0,1.0,1.0
6134.621717992506,1.0,1.0,1.0,1.0
6191.441755977841,1.0,1.0,1.0,1.0
6248.788072006894,1.0,1.0,1.0,1.0
6306.6655405674055,1.0,1.0,1.0,1.0
6365.079081295571,1.0,1.0,1.0,1.0
6424.033659394191,1.0,1.0,1.0,1.0
6483.534286054721,1.0,1.0,1.0,1.0
6543.586018883236,1.0,1.0,1.0,1.0
6604.193962330305,1.0,1.0,1.0,1.0
6665.363268124914,1.0,1.0,1.0,1.0
6727.099135712337,1.0,1.0,1.0,1.0
6789.406812696106,1.0,1.0,1.0,1.0
6852.291595284064,1.0,1.0,1.0,1.0
6915.758828738525,1.0,1.0,1.0,1.0
6979.81390783066,1.0,1.0,1.0,1.0
7044.462277299037,1.0,1.0,1.0,1.0
7109.709432312431,1.0,1.0,1.0,1.0
7175.560918936929,1.0,1.0,1.0,1.0
7242.022334607315,1.0,1.0,1.0,1.0
7309.099328602911,1.0,1.0,1.0,1.0
7376.79760252773,1.0,1.0,1.0,1.0
7445.122910795136,1.0,1.0,1.0,1.0
7514.08106111697,1.0,1.0,1.0,1.0
7583.677914997191,1.0,1.0,1.0,1.0
7653.919388230148,1.0,1.0,1.0,1.0
7724.8114514034005,1.0,1.0,1.0,1.0
7796.360130405229,1.0,1.0,1.0,1.0
7868.571506936852,1.0,1.0,1.0,1.0
7941.45171902934,1.0,1.0,1.0,1.0
8015.006961565405,1.0,1.0,1.0,1.0
8089.243486805938,1.0,1.0,1.0,1.0
8164.167604921464,1.0,1.0,1.0,1.0
8239.78568452852,1.0,1.0,1.0,1.0
8316.104153230961,1.0,1.0,1.0,1.0
8393.129498166365,1.0,1.0,1.0,1.0
8470.868266557402,1.0,1.0,1.0,1.0
8549.327066268375,1.0,1.0,1.0,1.0
8628.512566366895,1.0,1.0,1.0,1.0
8708.431497690724,1.0,1.0,1.0,1.0
8789.090653419955,1.0,1.0,1.0,1.0
8870.496889654403,1.0,1.0,1.0,1.0
8952.657125996391,1.0,1.0,1.0,1.0
9035.57834613893,1.0,1.0,1.0,1.0
9119.267598459299,1.0,1.0,1.0,1.0
9203.73199661822,1.0,1.0,1.0,1.0
9288.978720164498,1.0,1.0,1.0,1.0
9375.015015145289,1.0,1.0,1.0,1.0
9461.848194722003,1.0,1.0,1.0,1.0
9549.485639791967,1.0,1.0,1.0,1.0
9637.934799615785,1.0,1.0,1.0,1.0
9727.203192450537,1.0,1.0,1.0,1.0
9817.29840618884,1.0,1.0,1.0,1.0
9908.228099003798,1.0,1.0,1.0,1.0
10000.0,1.0,1.0,1.0,1.0
